Customer_ID,Age,Gender,City,Income_Level,Purchase_Mode,Brand_Purchased,Price_Range,Payment_Mode,Purchase_Frequency,Satisfaction_Rating
CUST02372,53,Female,Delhi,Medium,Online,Samsung,30K-50K,EMI,Rare,5
CUST02373,28,Female,Delhi,Low,Online,Dell,50K-80K,UPI,Occasional,2
CUST02374,32,Male,Hyderabad,Medium,Offline,Apple,30K-50K,EMI,Occasional,1
CUST02375,36,Female,Pune,Low,Offline,MSI,Below 30K,Cash,Rare,4
CUST02376,24,Female,Hyderabad,Medium,Online,Asus,Below 30K,Debit Card,Occasional,5
CUST02377,45,Female,Pune,High,Online,Asus,50K-80K,EMI,Frequent,4
CUST02378,22,Male,Mumbai,Low,Online,HP,30K-50K,UPI,Rare,4
CUST02379,22,Male,Hyderabad,Medium,Online,Asus,Below 30K,Debit Card,Rare,5
CUST02380,47,Female,Bangalore,Medium,Offline,Dell,30K-50K,Cash,Occasional,3
CUST02381,49,Female,Mumbai,Low,Online,Apple,80K-1.2L,Cash,Frequent,4
CUST02382,25,Female,Ahmedabad,Medium,Online,HP,30K-50K,Cash,Rare,4
CUST02383,27,Female,Chennai,Medium,Online,Lenovo,30K-50K,UPI,Rare,2
CUST02384,55,Female,Ahmedabad,Medium,Offline,Acer,80K-1.2L,Debit Card,Occasional,3
CUST02385,49,Female,Chennai,High,Offline,MSI,Below 30K,Cash,Rare,2
CUST02386,45,Male,Chennai,Medium,Offline,Samsung,50K-80K,EMI,Frequent,5
CUST02387,34,Male,Chennai,Low,Online,Asus,Above 1.2L,Debit Card,Rare,1
CUST02388,48,Female,Hyderabad,Medium,Online,Asus,80K-1.2L,Cash,Occasional,5
CUST02389,25,Female,Jaipur,Low,Online,HP,Below 30K,Debit Card,Rare,3
CUST02390,57,Female,Kolkata,Medium,Online,Acer,30K-50K,EMI,Rare,5
CUST02391,42,Male,Ahmedabad,Medium,Online,Acer,Below 30K,Credit Card,Frequent,3
CUST02392,26,Female,Ahmedabad,Low,Online,Asus,80K-1.2L,Cash,Rare,2
CUST02393,19,Female,Chennai,High,Online,Asus,Above 1.2L,EMI,Rare,4
CUST02394,32,Male,Jaipur,High,Offline,Samsung,30K-50K,UPI,Occasional,5
CUST02395,20,Male,Jaipur,High,Online,Lenovo,50K-80K,Cash,Rare,5
CUST02396,53,Male,Kolkata,Medium,Online,Acer,80K-1.2L,Credit Card,Rare,4
CUST02397,21,Male,Hyderabad,Medium,Online,Dell,30K-50K,EMI,Rare,5
CUST02398,31,Male,Kolkata,High,Online,MSI,30K-50K,EMI,Occasional,5
CUST02399,58,Male,Bangalore,Medium,Online,HP,Below 30K,Debit Card,Occasional,1
CUST02400,58,Male,Ahmedabad,High,Online,HP,30K-50K,Cash,Occasional,1
CUST02401,42,Female,Jaipur,Low,Online,Lenovo,80K-1.2L,Credit Card,Rare,4
CUST02402,27,Female,Chennai,Low,Online,MSI,80K-1.2L,UPI,Rare,2
CUST02403,38,Female,Jaipur,Medium,Online,Lenovo,Below 30K,Debit Card,Rare,5
CUST02404,53,Male,Jaipur,Medium,Online,Dell,30K-50K,Cash,Occasional,5
CUST02405,29,Male,Pune,Medium,Online,Apple,30K-50K,Credit Card,Occasional,2
CUST02406,44,Female,Ahmedabad,High,Online,HP,50K-80K,Debit Card,Frequent,5
CUST02407,57,Male,Bangalore,Low,Online,Acer,50K-80K,Credit Card,Frequent,2
CUST02408,19,Female,Kolkata,Low,Offline,MSI,50K-80K,Credit Card,Rare,4
CUST02409,30,Female,Bangalore,High,Online,Asus,50K-80K,Debit Card,Rare,4
CUST02410,49,Male,Pune,Low,Online,MSI,Below 30K,Debit Card,Occasional,2
CUST02411,48,Female,Hyderabad,Medium,Offline,Dell,30K-50K,Cash,Rare,2
CUST02412,33,Male,Bangalore,Medium,Offline,Samsung,Above 1.2L,Debit Card,Rare,3
CUST02413,49,Male,Jaipur,Low,Offline,HP,Below 30K,Cash,Occasional,1
CUST02414,49,Female,Mumbai,Low,Online,Acer,50K-80K,Credit Card,Rare,1
CUST02415,51,Male,Bangalore,Medium,Online,Dell,30K-50K,Debit Card,Rare,5
CUST02416,28,Female,Pune,High,Online,Samsung,50K-80K,Cash,Rare,5
CUST02417,27,Male,Bangalore,Medium,Online,Apple,50K-80K,Cash,Occasional,2
CUST02418,32,Male,Bangalore,Medium,Offline,Acer,50K-80K,UPI,Rare,2
CUST02419,34,Female,Delhi,Medium,Online,HP,80K-1.2L,Cash,Occasional,1
CUST02420,57,Female,Jaipur,Low,Offline,MSI,30K-50K,Cash,Rare,5
CUST02421,35,Male,Chennai,Low,Online,Asus,50K-80K,UPI,Occasional,1
CUST02422,26,Male,Hyderabad,Medium,Online,Acer,Below 30K,EMI,Rare,4
CUST02423,42,Female,Delhi,Low,Offline,Samsung,50K-80K,Debit Card,Frequent,1
CUST02424,57,Male,Jaipur,Low,Offline,Samsung,30K-50K,UPI,Rare,1
CUST02425,31,Female,Pune,Medium,Offline,HP,80K-1.2L,Cash,Frequent,2
CUST02426,42,Female,Kolkata,Medium,Offline,Samsung,30K-50K,Cash,Occasional,5
CUST02427,39,Female,Pune,Low,Online,Dell,Below 30K,Debit Card,Rare,4
CUST02428,47,Female,Chennai,Medium,Online,Apple,30K-50K,Credit Card,Rare,1
CUST02429,37,Male,Pune,Medium,Offline,Samsung,Above 1.2L,UPI,Rare,1
CUST02430,38,Female,Delhi,Low,Online,Acer,30K-50K,EMI,Occasional,2
CUST02431,49,Female,Pune,High,Online,Dell,Below 30K,Debit Card,Rare,3
CUST02432,38,Male,Chennai,Low,Online,Dell,Below 30K,Debit Card,Rare,5
CUST02433,52,Female,Chennai,High,Online,Lenovo,30K-50K,UPI,Occasional,5
CUST02434,49,Male,Mumbai,Low,Online,Dell,Below 30K,Cash,Occasional,5
CUST02435,47,Male,Bangalore,High,Offline,MSI,50K-80K,Cash,Rare,1
CUST02436,56,Male,Kolkata,Low,Online,Acer,30K-50K,EMI,Rare,1
CUST02437,29,Female,Kolkata,Medium,Online,Apple,50K-80K,UPI,Rare,1
CUST02438,58,Male,Delhi,Medium,Offline,Asus,Below 30K,Debit Card,Rare,3
CUST02439,35,Female,Chennai,Medium,Online,Lenovo,30K-50K,UPI,Rare,1
CUST02440,38,Female,Mumbai,Medium,Offline,Dell,50K-80K,Credit Card,Occasional,5
CUST02441,30,Male,Jaipur,Low,Online,Acer,Below 30K,Debit Card,Rare,5
CUST02442,38,Male,Mumbai,Medium,Offline,MSI,30K-50K,EMI,Rare,2
CUST02443,25,Female,Hyderabad,Low,Online,MSI,30K-50K,EMI,Rare,3
CUST02444,57,Male,Pune,High,Online,MSI,30K-50K,Debit Card,Frequent,4
CUST02445,24,Female,Bangalore,Low,Offline,HP,50K-80K,Cash,Rare,1
CUST02446,40,Male,Mumbai,Medium,Offline,Lenovo,50K-80K,Debit Card,Frequent,4
CUST02447,49,Male,Pune,Medium,Online,Apple,50K-80K,Debit Card,Rare,1
CUST02448,28,Female,Bangalore,Medium,Offline,HP,30K-50K,Credit Card,Rare,3
CUST02449,39,Male,Hyderabad,Low,Online,Samsung,30K-50K,Debit Card,Occasional,3
CUST02450,39,Male,Hyderabad,Medium,Offline,Apple,30K-50K,UPI,Rare,5
CUST02451,42,Male,Chennai,Medium,Online,HP,50K-80K,UPI,Occasional,3
CUST02452,39,Male,Hyderabad,High,Online,Asus,30K-50K,EMI,Occasional,4
CUST02453,45,Male,Chennai,Medium,Online,Apple,30K-50K,Cash,Rare,4
CUST02454,46,Female,Ahmedabad,Medium,Online,HP,50K-80K,EMI,Occasional,3
CUST02455,30,Male,Jaipur,Medium,Online,Samsung,Below 30K,Credit Card,Occasional,4
CUST02456,35,Male,Delhi,Low,Online,MSI,Above 1.2L,Debit Card,Occasional,1
CUST02457,19,Female,Pune,Medium,Online,Samsung,Below 30K,EMI,Rare,2
CUST02458,46,Male,Jaipur,Medium,Online,Apple,50K-80K,Debit Card,Rare,5
CUST02459,38,Male,Jaipur,Medium,Online,Samsung,30K-50K,EMI,Rare,2
CUST02460,32,Female,Kolkata,Medium,Offline,Lenovo,80K-1.2L,Debit Card,Frequent,4
CUST02461,44,Female,Mumbai,Medium,Online,Apple,Below 30K,EMI,Rare,5
CUST02462,48,Female,Hyderabad,High,Offline,Acer,30K-50K,UPI,Rare,2
CUST02463,32,Female,Ahmedabad,Medium,Offline,Apple,30K-50K,Credit Card,Rare,2
CUST02464,40,Male,Mumbai,Medium,Online,HP,Above 1.2L,EMI,Occasional,4
CUST02465,41,Female,Delhi,Medium,Offline,Samsung,Above 1.2L,UPI,Rare,5
CUST02466,30,Male,Mumbai,Medium,Online,Samsung,30K-50K,Cash,Rare,5
CUST02467,39,Male,Kolkata,Low,Online,Apple,50K-80K,EMI,Occasional,2
CUST02468,54,Male,Delhi,Low,Online,Asus,50K-80K,Debit Card,Rare,5
CUST02469,50,Male,Chennai,Low,Online,Dell,30K-50K,Credit Card,Rare,5
CUST02470,20,Male,Mumbai,Medium,Offline,Lenovo,30K-50K,UPI,Rare,1
CUST02471,36,Female,Pune,High,Online,Acer,Above 1.2L,UPI,Rare,4
CUST02472,40,Male,Ahmedabad,Medium,Online,MSI,30K-50K,Credit Card,Rare,4
CUST02473,46,Male,Kolkata,Medium,Offline,HP,Below 30K,EMI,Rare,1
CUST02474,47,Male,Delhi,High,Online,MSI,30K-50K,Debit Card,Rare,2
CUST02475,56,Male,Ahmedabad,High,Online,MSI,30K-50K,Cash,Occasional,3
CUST02476,42,Female,Mumbai,Medium,Online,Samsung,50K-80K,EMI,Rare,2
CUST02477,54,Male,Pune,Low,Offline,Apple,30K-50K,Credit Card,Rare,1
CUST02478,25,Male,Mumbai,Low,Offline,Apple,30K-50K,EMI,Rare,5
CUST02479,59,Male,Hyderabad,Low,Online,Apple,30K-50K,EMI,Rare,1
CUST02480,33,Female,Hyderabad,Low,Online,Samsung,30K-50K,Credit Card,Occasional,4
CUST02481,25,Male,Kolkata,Low,Online,Lenovo,Below 30K,Credit Card,Rare,5
CUST02482,18,Male,Delhi,Medium,Online,Acer,80K-1.2L,Cash,Rare,2
CUST02483,22,Male,Delhi,Low,Offline,Dell,30K-50K,Credit Card,Occasional,5
CUST02484,20,Male,Jaipur,Low,Online,Asus,50K-80K,Credit Card,Occasional,4
CUST02485,18,Male,Kolkata,Low,Online,Acer,30K-50K,Credit Card,Occasional,1
CUST02486,21,Female,Kolkata,Medium,Offline,Asus,30K-50K,UPI,Occasional,2
CUST02487,57,Female,Pune,Medium,Offline,MSI,30K-50K,Credit Card,Rare,3
CUST02488,52,Female,Hyderabad,Medium,Online,Acer,50K-80K,Credit Card,Frequent,3
CUST02489,49,Male,Delhi,Low,Online,HP,80K-1.2L,Credit Card,Frequent,1
CUST02490,59,Male,Mumbai,Medium,Online,Dell,30K-50K,Cash,Rare,2
CUST02491,51,Male,Kolkata,Low,Online,Dell,30K-50K,EMI,Occasional,2
CUST02492,42,Female,Chennai,Low,Online,Lenovo,50K-80K,Credit Card,Rare,5
CUST02493,27,Female,Bangalore,High,Online,Samsung,30K-50K,Credit Card,Occasional,1
CUST02494,38,Female,Delhi,High,Offline,Acer,50K-80K,Cash,Rare,5
CUST02495,56,Male,Delhi,Medium,Offline,Apple,Below 30K,EMI,Rare,1
CUST02496,44,Male,Chennai,High,Online,Dell,50K-80K,Cash,Rare,4
CUST02497,44,Male,Delhi,Medium,Online,Acer,50K-80K,Debit Card,Rare,1
CUST02498,19,Female,Chennai,Low,Offline,Apple,Below 30K,Debit Card,Rare,5
CUST02499,58,Female,Bangalore,High,Offline,Lenovo,50K-80K,Debit Card,Rare,2
CUST02500,30,Female,Jaipur,Low,Offline,MSI,30K-50K,Credit Card,Occasional,1
CUST02501,26,Male,Pune,Medium,Online,MSI,30K-50K,Cash,Occasional,2
CUST02502,53,Male,Bangalore,Low,Online,Acer,30K-50K,Credit Card,Rare,4
CUST02503,39,Female,Ahmedabad,Medium,Offline,Acer,30K-50K,Debit Card,Occasional,3
CUST02504,59,Female,Jaipur,Medium,Online,HP,Below 30K,EMI,Rare,3
CUST02505,43,Male,Pune,Medium,Online,Acer,Above 1.2L,EMI,Occasional,5
CUST02506,29,Male,Hyderabad,Low,Online,HP,50K-80K,Cash,Rare,1
CUST02507,34,Male,Chennai,Medium,Offline,Apple,Below 30K,EMI,Occasional,4
CUST02508,31,Male,Kolkata,Medium,Online,Samsung,80K-1.2L,Debit Card,Occasional,4
CUST02509,31,Male,Ahmedabad,High,Offline,MSI,30K-50K,Cash,Rare,2
CUST02510,51,Female,Bangalore,Medium,Online,Samsung,50K-80K,Cash,Rare,5
CUST02511,37,Male,Delhi,Medium,Offline,Apple,30K-50K,Debit Card,Frequent,4
CUST02512,28,Male,Bangalore,Low,Online,MSI,50K-80K,Debit Card,Occasional,1
CUST02513,33,Male,Pune,High,Online,MSI,50K-80K,Debit Card,Rare,4
CUST02514,48,Female,Ahmedabad,Low,Offline,Dell,50K-80K,Debit Card,Rare,3
CUST02515,23,Female,Mumbai,Low,Offline,Lenovo,30K-50K,Cash,Occasional,5
CUST02516,36,Male,Pune,Medium,Offline,Samsung,30K-50K,EMI,Frequent,2
CUST02517,54,Female,Jaipur,High,Online,HP,30K-50K,Debit Card,Rare,1
CUST02518,21,Female,Bangalore,Low,Online,MSI,Below 30K,UPI,Frequent,3
CUST02519,21,Male,Bangalore,Low,Online,Dell,30K-50K,Cash,Rare,4
CUST02520,37,Male,Ahmedabad,Medium,Online,Samsung,50K-80K,Credit Card,Frequent,5
CUST02521,27,Female,Chennai,Low,Offline,Asus,80K-1.2L,EMI,Occasional,5
CUST02522,41,Female,Ahmedabad,Medium,Online,Dell,30K-50K,Cash,Rare,1
CUST02523,52,Female,Kolkata,Medium,Online,Apple,30K-50K,Debit Card,Rare,2
CUST02524,43,Female,Bangalore,Medium,Online,Asus,80K-1.2L,UPI,Occasional,3
CUST02525,54,Female,Chennai,Low,Online,Samsung,80K-1.2L,Credit Card,Rare,2
CUST02526,55,Male,Chennai,Low,Offline,Dell,30K-50K,EMI,Frequent,1
CUST02527,38,Male,Ahmedabad,High,Online,Acer,Below 30K,Debit Card,Occasional,1
CUST02528,57,Male,Hyderabad,High,Online,Lenovo,50K-80K,Cash,Rare,3
CUST02529,56,Male,Pune,Low,Offline,HP,50K-80K,Cash,Frequent,5
CUST02530,38,Female,Jaipur,Low,Online,Acer,Below 30K,EMI,Rare,5
CUST02531,27,Female,Hyderabad,Low,Online,Asus,50K-80K,UPI,Occasional,3
CUST02532,55,Female,Bangalore,Medium,Online,MSI,50K-80K,Debit Card,Occasional,2
CUST02533,21,Male,Bangalore,Medium,Online,Lenovo,30K-50K,EMI,Frequent,3
CUST02534,37,Female,Bangalore,Medium,Online,MSI,50K-80K,EMI,Rare,5
CUST02535,34,Male,Delhi,Medium,Online,Dell,30K-50K,Cash,Rare,2
CUST02536,24,Male,Mumbai,Medium,Online,Acer,50K-80K,EMI,Rare,4
CUST02537,21,Female,Mumbai,High,Online,Apple,50K-80K,Credit Card,Rare,2
CUST02538,46,Female,Chennai,Low,Online,Samsung,30K-50K,Credit Card,Rare,5
CUST02539,31,Female,Bangalore,Low,Online,Apple,50K-80K,Debit Card,Occasional,1
CUST02540,20,Male,Kolkata,Low,Offline,Lenovo,50K-80K,EMI,Rare,2
CUST02541,41,Male,Jaipur,High,Online,Apple,Above 1.2L,Cash,Rare,2
CUST02542,54,Male,Ahmedabad,Medium,Offline,HP,30K-50K,Debit Card,Rare,1
CUST02543,33,Male,Jaipur,Medium,Online,Samsung,Below 30K,UPI,Rare,5
CUST02544,21,Female,Kolkata,Low,Online,MSI,Above 1.2L,Cash,Occasional,4
CUST02545,41,Female,Ahmedabad,Low,Online,Lenovo,50K-80K,UPI,Rare,4
CUST02546,51,Female,Chennai,Low,Offline,Samsung,80K-1.2L,Debit Card,Rare,3
CUST02547,47,Male,Kolkata,Medium,Online,Lenovo,Below 30K,Credit Card,Rare,4
CUST02548,35,Female,Bangalore,Low,Online,Apple,30K-50K,Cash,Rare,4
CUST02549,36,Male,Kolkata,Low,Offline,Lenovo,Below 30K,Cash,Rare,2
CUST02550,48,Female,Bangalore,Medium,Offline,Dell,80K-1.2L,Debit Card,Occasional,3
CUST02551,36,Male,Kolkata,Low,Online,Asus,80K-1.2L,Cash,Occasional,4
CUST02552,36,Male,Kolkata,Medium,Offline,Acer,50K-80K,Cash,Rare,2
CUST02553,39,Male,Hyderabad,Low,Offline,Asus,30K-50K,Debit Card,Rare,3
CUST02554,41,Female,Jaipur,High,Online,Samsung,Below 30K,EMI,Frequent,2
CUST02555,29,Male,Mumbai,Medium,Online,MSI,50K-80K,Debit Card,Rare,1
CUST02556,47,Male,Hyderabad,High,Online,Acer,50K-80K,Cash,Rare,5
CUST02557,55,Female,Mumbai,Medium,Online,Apple,50K-80K,Debit Card,Rare,5
CUST02558,48,Male,Hyderabad,High,Offline,Samsung,30K-50K,Cash,Occasional,5
CUST02559,53,Male,Delhi,High,Online,HP,30K-50K,UPI,Frequent,4
CUST02560,36,Male,Ahmedabad,Medium,Online,HP,Below 30K,UPI,Rare,5
CUST02561,53,Male,Bangalore,High,Offline,Apple,50K-80K,Credit Card,Rare,5
CUST02562,47,Female,Hyderabad,Medium,Online,MSI,30K-50K,Debit Card,Occasional,3
CUST02563,50,Female,Hyderabad,Medium,Offline,Apple,80K-1.2L,Debit Card,Frequent,3
CUST02564,35,Male,Chennai,Low,Offline,Lenovo,50K-80K,UPI,Occasional,3
CUST02565,45,Female,Kolkata,Medium,Offline,HP,30K-50K,UPI,Occasional,4
CUST02566,28,Male,Delhi,Medium,Offline,Samsung,30K-50K,UPI,Occasional,5
CUST02567,50,Male,Ahmedabad,Medium,Online,Asus,80K-1.2L,Credit Card,Rare,4
CUST02568,34,Male,Pune,Low,Online,Apple,Below 30K,Credit Card,Rare,4
CUST02569,23,Male,Hyderabad,Medium,Online,MSI,30K-50K,EMI,Rare,4
CUST02570,21,Male,Pune,Low,Online,Samsung,80K-1.2L,Debit Card,Rare,4
CUST02571,37,Female,Mumbai,Medium,Online,MSI,50K-80K,Credit Card,Occasional,4
CUST02572,44,Female,Kolkata,Low,Online,Asus,50K-80K,Cash,Occasional,4
CUST02573,32,Male,Pune,High,Offline,Acer,30K-50K,Debit Card,Occasional,5
CUST02574,23,Female,Mumbai,Low,Offline,Asus,80K-1.2L,EMI,Occasional,3
CUST02575,31,Female,Delhi,Low,Online,MSI,30K-50K,UPI,Rare,2
CUST02576,28,Female,Jaipur,High,Online,HP,30K-50K,EMI,Occasional,2
CUST02577,56,Female,Bangalore,Medium,Online,Acer,30K-50K,Debit Card,Rare,2
CUST02578,26,Male,Hyderabad,Low,Offline,Samsung,30K-50K,UPI,Occasional,1
CUST02579,43,Female,Pune,Medium,Online,Asus,Above 1.2L,EMI,Rare,3
CUST02580,33,Female,Jaipur,Low,Online,Lenovo,50K-80K,EMI,Rare,5
CUST02581,22,Female,Kolkata,High,Online,Lenovo,50K-80K,Debit Card,Rare,4
CUST02582,27,Male,Chennai,Medium,Online,HP,Above 1.2L,Credit Card,Rare,2
CUST02583,20,Male,Delhi,Low,Offline,Samsung,30K-50K,Cash,Rare,3
CUST02584,30,Male,Bangalore,Medium,Online,Lenovo,Below 30K,EMI,Rare,5
CUST02585,47,Male,Kolkata,Low,Online,Apple,50K-80K,Cash,Rare,2
CUST02586,23,Male,Delhi,Medium,Offline,Acer,50K-80K,Debit Card,Occasional,3
CUST02587,34,Female,Chennai,High,Offline,HP,30K-50K,Debit Card,Occasional,5
CUST02588,36,Male,Mumbai,High,Offline,Acer,Below 30K,Credit Card,Frequent,3
CUST02589,59,Female,Chennai,Medium,Online,Samsung,30K-50K,UPI,Occasional,4
CUST02590,52,Male,Pune,Medium,Online,MSI,30K-50K,Cash,Rare,3
CUST02591,43,Female,Bangalore,Low,Online,Asus,30K-50K,EMI,Occasional,3
CUST02592,22,Male,Ahmedabad,Medium,Online,Apple,30K-50K,UPI,Rare,1
CUST02593,46,Male,Hyderabad,Medium,Online,HP,30K-50K,Cash,Rare,4
CUST02594,54,Female,Hyderabad,Medium,Online,Asus,30K-50K,Cash,Occasional,3
CUST02595,37,Female,Mumbai,High,Online,Asus,30K-50K,UPI,Rare,4
CUST02596,38,Female,Kolkata,Low,Offline,Asus,Above 1.2L,UPI,Rare,3
CUST02597,27,Male,Bangalore,Low,Online,Asus,80K-1.2L,Credit Card,Occasional,4
CUST02598,22,Male,Mumbai,Low,Offline,Asus,50K-80K,EMI,Occasional,5
CUST02599,53,Female,Ahmedabad,Low,Online,HP,Above 1.2L,EMI,Occasional,2
CUST02600,23,Male,Pune,Low,Online,Lenovo,Above 1.2L,EMI,Rare,1
CUST02601,43,Female,Pune,Medium,Online,Asus,30K-50K,UPI,Occasional,2
CUST02602,21,Male,Chennai,Medium,Offline,MSI,30K-50K,Credit Card,Occasional,3
CUST02603,56,Male,Hyderabad,Low,Online,MSI,Above 1.2L,Debit Card,Occasional,3
CUST02604,56,Male,Jaipur,Medium,Offline,Apple,50K-80K,Credit Card,Occasional,5
CUST02605,52,Male,Bangalore,Low,Online,HP,30K-50K,UPI,Rare,3
CUST02606,18,Female,Jaipur,Medium,Offline,Dell,50K-80K,Credit Card,Rare,4
CUST02607,41,Female,Chennai,Medium,Online,Lenovo,30K-50K,UPI,Occasional,2
CUST02608,53,Male,Kolkata,Medium,Offline,Apple,30K-50K,Cash,Occasional,3
CUST02609,23,Female,Pune,High,Online,MSI,30K-50K,Cash,Rare,5
CUST02610,58,Male,Hyderabad,Low,Offline,Asus,30K-50K,Debit Card,Occasional,1
CUST02611,48,Male,Ahmedabad,Medium,Online,HP,Below 30K,Cash,Rare,2
CUST02612,37,Male,Ahmedabad,High,Online,HP,80K-1.2L,Debit Card,Rare,5
CUST02613,41,Female,Ahmedabad,Medium,Offline,Asus,30K-50K,EMI,Rare,5
CUST02614,42,Female,Bangalore,Low,Online,MSI,Below 30K,UPI,Rare,2
CUST02615,53,Female,Hyderabad,Medium,Online,Apple,Below 30K,EMI,Rare,5
CUST02616,38,Female,Pune,Medium,Offline,HP,50K-80K,EMI,Occasional,1
CUST02617,47,Female,Jaipur,High,Online,Acer,Above 1.2L,Debit Card,Rare,1
CUST02618,41,Female,Chennai,Low,Online,MSI,Below 30K,UPI,Rare,3
CUST02619,59,Female,Kolkata,Low,Online,MSI,Below 30K,Debit Card,Frequent,4
CUST02620,47,Female,Ahmedabad,Medium,Offline,Lenovo,30K-50K,Credit Card,Rare,3
CUST02621,39,Male,Mumbai,Low,Online,Apple,50K-80K,EMI,Occasional,4
CUST02622,45,Male,Hyderabad,Low,Online,MSI,30K-50K,UPI,Frequent,2
CUST02623,24,Male,Chennai,Low,Offline,Samsung,30K-50K,EMI,Rare,5
CUST02624,52,Male,Kolkata,Low,Offline,Asus,30K-50K,Credit Card,Occasional,3
CUST02625,45,Female,Kolkata,Low,Offline,Samsung,30K-50K,Credit Card,Frequent,5
CUST02626,31,Male,Delhi,High,Offline,MSI,80K-1.2L,UPI,Occasional,3
CUST02627,27,Female,Ahmedabad,Low,Online,Samsung,Below 30K,UPI,Rare,3
CUST02628,33,Male,Delhi,Low,Online,Apple,30K-50K,Credit Card,Rare,1
CUST02629,33,Male,Chennai,Low,Online,Samsung,80K-1.2L,EMI,Rare,4
CUST02630,48,Male,Kolkata,High,Offline,Acer,80K-1.2L,Cash,Occasional,2
CUST02631,59,Female,Mumbai,Medium,Offline,MSI,Below 30K,EMI,Occasional,5
CUST02632,42,Male,Hyderabad,Medium,Offline,Apple,Above 1.2L,Cash,Occasional,3
CUST02633,30,Male,Delhi,Low,Online,MSI,50K-80K,Debit Card,Rare,5
CUST02634,23,Female,Kolkata,High,Online,Dell,30K-50K,UPI,Rare,1
CUST02635,26,Female,Hyderabad,Medium,Online,Samsung,30K-50K,Credit Card,Rare,2
CUST02636,53,Male,Ahmedabad,Low,Online,Samsung,30K-50K,Debit Card,Rare,4
CUST02637,37,Male,Jaipur,Medium,Offline,Asus,30K-50K,EMI,Occasional,4
CUST02638,35,Male,Hyderabad,High,Online,Lenovo,30K-50K,Cash,Rare,3
CUST02639,38,Female,Kolkata,Medium,Online,Asus,50K-80K,UPI,Rare,2
CUST02640,21,Male,Chennai,High,Offline,Dell,80K-1.2L,Cash,Occasional,4
CUST02641,50,Male,Delhi,High,Online,Asus,30K-50K,EMI,Rare,2
CUST02642,44,Male,Delhi,Low,Online,Asus,30K-50K,EMI,Frequent,5
CUST02643,24,Male,Pune,Medium,Online,Lenovo,30K-50K,Credit Card,Rare,1
CUST02644,23,Female,Kolkata,Low,Offline,Samsung,50K-80K,Debit Card,Frequent,2
CUST02645,32,Male,Pune,High,Offline,Dell,50K-80K,UPI,Rare,2
CUST02646,35,Male,Mumbai,Low,Online,Asus,30K-50K,Credit Card,Rare,4
CUST02647,49,Male,Mumbai,High,Online,Acer,50K-80K,Cash,Occasional,3
CUST02648,28,Male,Kolkata,Medium,Online,MSI,30K-50K,Debit Card,Occasional,3
CUST02649,37,Male,Delhi,Medium,Online,Asus,50K-80K,UPI,Rare,5
CUST02650,41,Female,Ahmedabad,Low,Online,HP,30K-50K,Cash,Occasional,4
CUST02651,32,Female,Bangalore,Medium,Online,Asus,30K-50K,UPI,Frequent,4
CUST02652,24,Female,Mumbai,High,Online,Lenovo,30K-50K,UPI,Rare,1
CUST02653,38,Female,Delhi,Low,Offline,HP,80K-1.2L,Debit Card,Occasional,3
CUST02654,59,Female,Pune,Medium,Online,Acer,50K-80K,Cash,Rare,4
CUST02655,43,Male,Hyderabad,Low,Online,MSI,Above 1.2L,Credit Card,Rare,5
CUST02656,31,Female,Ahmedabad,Medium,Online,Acer,Below 30K,Credit Card,Rare,1
CUST02657,54,Female,Pune,Low,Online,Acer,30K-50K,Credit Card,Rare,3
CUST02658,38,Female,Ahmedabad,Low,Online,Dell,30K-50K,UPI,Rare,3
CUST02659,35,Male,Bangalore,High,Online,Acer,50K-80K,EMI,Rare,3
CUST02660,22,Male,Hyderabad,Medium,Offline,Apple,80K-1.2L,Debit Card,Rare,1
CUST02661,20,Female,Pune,Low,Offline,Lenovo,80K-1.2L,Credit Card,Occasional,5
CUST02662,40,Female,Mumbai,Medium,Offline,Dell,50K-80K,Debit Card,Occasional,5
CUST02663,43,Female,Mumbai,Low,Online,HP,50K-80K,UPI,Rare,4
CUST02664,54,Male,Pune,Low,Offline,Apple,80K-1.2L,Debit Card,Rare,4
CUST02665,41,Male,Bangalore,Medium,Online,Dell,30K-50K,Credit Card,Frequent,3
CUST02666,36,Male,Bangalore,Low,Offline,Lenovo,80K-1.2L,Credit Card,Rare,2
CUST02667,42,Female,Kolkata,Medium,Online,HP,80K-1.2L,UPI,Rare,4
CUST02668,38,Male,Hyderabad,Medium,Online,Lenovo,30K-50K,UPI,Rare,5
CUST02669,29,Male,Delhi,Medium,Online,Lenovo,50K-80K,Cash,Occasional,3
CUST02670,58,Female,Bangalore,High,Offline,HP,30K-50K,UPI,Rare,5
CUST02671,50,Male,Hyderabad,Low,Offline,Acer,30K-50K,EMI,Rare,3
CUST02672,21,Female,Bangalore,Medium,Offline,Asus,50K-80K,EMI,Occasional,1
CUST02673,59,Male,Kolkata,Medium,Online,Lenovo,30K-50K,Credit Card,Rare,4
CUST02674,24,Female,Jaipur,Low,Online,Acer,30K-50K,UPI,Rare,1
CUST02675,39,Female,Bangalore,High,Offline,MSI,80K-1.2L,EMI,Frequent,4
CUST02676,50,Female,Hyderabad,Medium,Online,HP,Below 30K,EMI,Rare,5
CUST02677,34,Female,Kolkata,Medium,Offline,Lenovo,Below 30K,Cash,Occasional,5
CUST02678,41,Male,Kolkata,Medium,Online,Asus,50K-80K,UPI,Rare,2
